Tenant,Location,Address,City,State,Ownership,Contact,Phone,Email,Notes
QXO,Charlotte NC (Westinghouse),1600 Westinghouse Blvd,Charlotte,NC,,,,,
QXO,Ocala FL (Roofing),3082 NE 24th St,Ocala,FL,,,,,
QXO,Chattanooga TN,2500 E Main St,Chattanooga,TN,,,,,
QXO,Daytona Beach FL (Waterproofing),3131 Opportunity Ct,Daytona Beach,FL,,,,,
QXO,Birmingham AL (Waterproofing),415 37th St N,Birmingham,AL,,,,,
QXO,Statesville NC,1252 Barkley Rd N,Statesville,NC,,,,,
QXO,Atlanta GA (Jenkins),4225 Jenkins Ct,Atlanta,GA,,,,,
QXO,North Charleston SC,2240 Technical Pkwy,North Charleston,SC,,,,,
QXO,Rock Hill SC,725 Mauney Dr,Rock Hill,SC,,,,,
QXO,Garner NC (Noblin Waterproofing),2539 Noblin Rd,Garner,NC,,,,,
QXO,Charlotte NC (Atando Waterproofing),1314 Atando Ave,Charlotte,NC,,,,,
QXO,Greenville NC,306 Forlines Rd,Greenville,NC,,,,,
QXO,Jacksonville FL (Thomas Industry),233 Thomas Industry Wy,Jacksonville,FL,,,,,
QXO,Atlanta GA (Pine),108 Pine Rd,Atlanta,GA,,,,,
QXO,Charleston SC (Southrail Waterproofing),7635 Southrail Rd,North Charleston,SC,,,,,
QXO,Greensboro NC (Thurston),2809-A Thurston Ave,Greensboro,NC,,,,,
QXO,Greensboro NC (Boeing),7614 Boeing Dr,Greensboro,NC,,,,,
QXO,Greensboro NC (Green Point),4523 Green Point Dr,Greensboro,NC,,,,,
QXO,Greensboro NC (Hanford),2303 Hanford Rd,Greensboro,NC,,,,,
QXO,Greensboro NC (Roofing Lowery),2800 Lowery St,Greensboro,NC,,,,,
QXO,Canton MI (Michigan),5290 W Michigan Ave,Canton,MI,,,,,
QXO,Cheektowaga NY (Genesee),3401 Genesee St,Cheektowaga,NY,,,,,
QXO,Pittsburgh PA (Lebanon),1200 Lebanon Rd,Pittsburgh,PA,,,,,
QXO,Long Island City NY (11th St),42-16 11th St,Long Island City,NY,,,,,
QXO,Fort Wayne IN (Kraft),3903 Kraft Pkwy,Fort Wayne,IN,,,,,
QXO,Noblesville IN (Herriman),15425 Herriman Blvd,Noblesville,IN,,,,,
QXO,Warren MI (Groesbeck),32800 Groesbeck Hwy,Warren,MI,,,,,
QXO,Reading PA (Morgantown),530 Morgantown Rd,Reading,PA,,,,,
QXO,Mishawaka IN (Schumacher),2341 Schumacher Dr,Mishawaka,IN,,,,,
QXO,Jersey City NJ (Carbon),50 Carbon Pl,Jersey City,NJ,,,,,
QXO,Fenton MI (Old US 23),1031 N Old US 23,Fenton,MI,,,,,
QXO,Taylor MI (Ecorse),22900 Ecorse Rd,Taylor,MI,,,,,
QXO,Newburgh NY (Cottage),201 Cottage St,Newburgh,NY,,,,,
QXO,Willow Grove PA (Ash),56 Ash Cir,Willow Grove,PA,,,,,
QXO,Bridgewater NJ (York),450 York St,Bridgewater,NJ,,,,,
QXO,Farmingdale NY (Enterprise),1 Enterprise Pl,Farmingdale,NY,,,,,
QXO,Scranton PA (Meya),70 Meya Dr,Scranton,PA,,,,,
QXO,Lancaster PA (Flory Mill),737 Flory Mill Rd,Lancaster,PA,,,,,
QXO,West Deptford NJ (National),8351 National Hwy,West Deptford,NJ,,,,,
QXO,Indianapolis IN (Shadeland),3120 Shadeland Ave,Indianapolis,IN,,,,,
QXO,Hempstead NY (Whitehall),120 Whitehall St,Hempstead,NY,,,,,
QXO,Allentown PA (Cedar),444 E Cedar St,Allentown,PA,,,,,
QXO,Brooklyn NY (14th),201 14th St,Brooklyn,NY,,,,,
QXO,Erie PA (12th),1317 W 12th St,Erie,PA,,,,,
QXO,Staten Island NY (Arlington),244 Arlington Ave,Staten Island,NY,,,,,
QXO,Indianapolis IN (Shelby),3000 Shelby St,Indianapolis,IN,,,,,
QXO,Harrisburg PA (Allentown Blvd),7901 Allentown Blvd,Harrisburg,PA,,,,,
QXO,Springfield PA (Grobes),520 Grobes St,Springfield,PA,,,,,
QXO,Pittsburgh PA (Preble),2295 Preble Ave,Pittsburgh,PA,,,,,
QXO,Laurel MD (Marshall),9018 Marshall Rd,Laurel,MD,,,,,
QXO,Dayton OH (Successful),3445 Successful Way,Dayton,OH,,,,,
QXO,Wall NJ (NJ-34),2065 NJ-34,Wall,NJ,,,,,
QXO,Paramus NJ (NJ-17),250 NJ-17,Paramus,NJ,,,,,
QXO,Toms River NJ (Water),320 W Water St,Toms River,NJ,,,,,
QXO,Philadelphia PA (Tioga),2430 E Tioga St,Philadelphia,PA,,,,,
QXO,Manahawkin NJ (Bay),583 E Bay Ave,Manahawkin,NJ,,,,,
QXO,Philadelphia PA (Baltimore),6250 Baltimore Ave,Philadelphia,PA,,,,,
QXO,Hammond IN (Louisiana),9050 Louisiana St,Hammond,IN,,,,,
QXO,Indianapolis IN (Girls School),1610 S Girls School Rd,Indianapolis,IN,,,,,
QXO,Queens NY (Atlantic),89-02 Atlantic Ave,Queens,NY,,,,,
QXO,Chester PA (Industrial),2000 Industrial Hwy,Chester,PA,,,,,
QXO,Bristol PA (Emilie),5810 Bristol Emilie Rd,Bristol,PA,,,,,
QXO,Philadelphia PA (Vultee),1841 Vultee St,Philadelphia,PA,,,,,
QXO,Mahwah NJ (Franklin Turnpike),27-33 Franklin Turnpike,Mahwah,NJ,,,,,
QXO,Rochester NY (Scottsville),1160 Scottsville Rd,Rochester,NY,,,,,
QXO,Newark NJ (Central),103 Central Ave,Newark,NJ,,,,,
QXO,Paterson NJ (Union),595 Union Blvd,Paterson,NJ,,,,,
QXO,Philadelphia PA (Whitaker),3939 Whitaker Ave,Philadelphia,PA,,,,,
QXO,Albany NY (Railroad),24 Railroad Ave,Albany,NY,,,,,
QXO,Saginaw MI (Bay),2840 Bay Rd,Saginaw,MI,,,,,
QXO,Greensburg PA (Hills),111 W Hills Dr,Greensburg,PA,,,,,
QXO,Garden City NY (Denton),85 Denton Ave,Garden City,NY,,,,,
QXO,Toledo OH (Hill),2815 Hill Ave,Toledo,OH,,,,,
QXO,Newark NJ (Central Ave),39 Central Ave,Newark,NJ,,,,,
QXO,Lakewood NJ (Swarthmore),1905 Swarthmore Ave,Lakewood,NJ,,,,,
QXO,Lebanon PA (Cumberland),2700 Cumberland St,Lebanon,PA,,,,,
QXO,Hoboken NJ (Columbia),30 Columbia Ave,Hoboken,NJ,,,,,
QXO,Columbus OH (Schofield Roofing),200 Schofield Dr,Columbus,OH,,,,,
QXO,Pompton Lakes NJ (Kentucky),27 Kentucky Ave,Pompton Lakes,NJ,,,,,
QXO,Cleveland OH (Lowell),1444 Lowell St,Cleveland,OH,,,,,
QXO,Philadelphia PA (Welsh),1256 Welsh Rd,Philadelphia,PA,,,,,
QXO,Pittsburgh PA (Chestnut),2121 W Chestnut St,Pittsburgh,PA,,,,,
QXO,Pittsburgh PA (McMillen),81 McMillen St,Pittsburgh,PA,,,,,
QXO,South River NJ (Canal),41 Canal St,South River,NJ,,,,,
QXO,Edison NJ (Edgeboro),15 Edgeboro Rd,Edison,NJ,,,,,
QXO,Allentown PA (Lincoln),823 Lincoln Ave,Allentown,PA,,,,,
QXO,Kalamazoo MI (Sprinkle),7475 S Sprinkle Rd,Kalamazoo,MI,,,,,
QXO,Wilmington DE (Parkway),9 Parkway Cir,Wilmington,DE,,,,,
QXO,Parsippany NJ (Frederick),17 E Frederick Pl,Parsippany,NJ,,,,,
QXO,Bridgeport CT (Courtland),316 Courtland Ave,Bridgeport,CT,,,,,
QXO,New Kensington PA (Grant),500 Grant Ave,New Kensington,PA,,,,,
QXO,Reading PA (June),310 June Ave,Reading,PA,,,,,
QXO,Bordentown NJ (Cadillac),11 Cadillac Rd,Bordentown,NJ,,,,,
QXO,Quakertown PA (Commerce),200 Commerce Dr,Quakertown,PA,,,,,
QXO,York PA (Concord),3336 Concord Rd,York,PA,,,,,
QXO,Clearfield PA (Struble),350 Struble Rd,Clearfield,PA,,,,,
QXO,Mentor OH (Carter),30501 Carter St,Mentor,OH,,,,,
QXO,Columbus OH (Kinnear),1055 Kinnear Rd,Columbus,OH,,,,,
QXO,Lowell MA (Foundry),5 Foundry St,Lowell,MA,,,,,
QXO,Boston MA (West First),180 W First St,Boston,MA,,,,,
QXO,Stoughton MA (Turnpike),530 Turnpike St,Stoughton,MA,,,,,
QXO,Huntington Station NY (5th Ave),2130 5th Ave,Huntington Station,NY,,,,,
QXO,New Haven CT (Silliman),111 Silliman Ave,New Haven,CT,,,,,
QXO,Jefferson City MO (Rte C),3208 Rte C,Jefferson City,MO,,,,,
QXO,Elk Grove Village IL (Clearbrook),2512 S Clearbrook Dr,Elk Grove Village,IL,,,,,
QXO,Rockford IL (Milford),1122 Milford Ave suite b,Rockford,IL,,,,,
QXO,Naperville IL (Rte 59),3S450 Illinois Rte 59,Naperville,IL,,,,,
QXO,Bartlett IL (Commerce),323 Commerce Dr,Bartlett,IL,,,,,
QXO,Palatine IL (Rand),1120 N Rand Rd,Palatine,IL,,,,,
QXO,Markham IL (Kilbourn),16440 Kilbourn Ave,Markham,IL,,,,,
QXO,Rock Island IL (11th),619 11th St,Rock Island,IL,,,,,
QXO,Chicago IL (Pulaski),2424 N Pulaski Rd,Chicago,IL,,,,,
QXO,O'Fallon MO (Terra),1285 W Terra Ln,O'Fallon,MO,,,,,
QXO,Arnold MO (Outer 21),605 E Outer 21 Rd,Arnold,MO,,,,,
QXO,Cincinnati OH (Circle),227 Circle Fwy Dr,Cincinnati,OH,,,,,
QXO,Erie PA (12th),1317 W 12th St Suite B,Erie,PA,,,,,
QXO,Evansville IN (Tennessee),1301 E Tennessee St,Evansville,IN,,,,,
QXO,Aurora IL (Powis),1500 Powis Ct,Aurora,IL,,,,,
QXO,Bettendorf IA (Devils Glen),438 Devils Glen Rd,Bettendorf,IA,,,,,
QXO,Fort Wayne IN (Dupont),9894 Dupont Rd,Fort Wayne,IN,,,,,
QXO,Louisville KY (Ulrich),1100 Ulrich Ave,Louisville,KY,,,,,
QXO,St. Louis MO (Warson),1441 N Warson Rd,St. Louis,MO,,,,,
QXO,Mechanicsburg PA (Marshall),9018 Marshall Rd,Mechanicsburg,PA,,,,,
QXO,Huntington WV (5th),618 5th St W,Huntington,WV,,,,,
QXO,Alton IL (IL-111),3672 IL-111,Alton,IL,,,,,
QXO,Clarksville TN (Power),819 Power St,Clarksville,TN,,,,,
QXO,Walton KY (Empire Connector),8905 Empire Connector Dr,Walton,KY,,,,,
QXO,Carol Stream IL (Greenleaf),1645 Greenleaf Ave,Carol Stream,IL,,,,,
QXO,Charleston WV (Pennsylvania),1616 Pennsylvania Ave,Charleston,WV,,,,,
QXO,Lafayette IN (Sagamore),2330 Sagamore Pkwy S,Lafayette,IN,,,,,
QXO,Cleveland OH (Brookpark),12800 Brookpark Rd,Cleveland,OH,,,,,
Decks & Docks,"Hudson, FL",17438 US-19 #5,Hudson,FL,,,,,
Decks & Docks,"Lee's Summit, MO",324 SW Blue Pkwy,Lee's Summit,MO,,,,,
QXO,Braddock PA (Corey),201 Corey Ave,Braddock,PA,,,,,
QXO,Des Moines IA (De Wolf),1824 De Wolf St,Des Moines,IA,,,,,
QXO,New Berlin WI (Ryerson),15905 W Ryerson Rd,New Berlin,WI,,,,,
QXO,New Castle PA (Taylor),100 Taylor St,New Castle,PA,,,,,
QXO,Detroit MI (Avon Industrial),2230 Avon Industrial Dr,Detroit,MI,,,,,
QXO,Flint MI (Utley),2097 Utley Rd,Flint,MI,,,,,
QXO,Clarksburg WV (Armory),761 Armory Rd,Clarksburg,WV,,,,,
United Rentals,Moses Lake WA (N Frontage),13558 N Frontage Rd,Moses Lake,WA,,,,,
United Rentals,Lewiston ID (Old N S Hwy),3004 Old N S Hwy,Lewiston,ID,,,,,
United Rentals,Spokane Valley WA (Fancher),204 S Fancher Rd,Spokane Valley,WA,,,,,
United Rentals,Eugene OR (W 11th),3735 W 11th Ave,Eugene,OR,,,,,
United Rentals,Roseburg OR (Stephens),2661 NE Stephens St,Roseburg,OR,,,,,
United Rentals,Boise ID (S Business Way),6700 S Business Way CNX BUILDING 2,Boise,ID,,,,,
United Rentals,Bremerton WA (WA-303),5950 WA-303,Bremerton,WA,,,,,
United Rentals,Hermiston OR (N 1st),2358 N 1st St,Hermiston,OR,,,,,
United Rentals,Salem OR (Silverton Rd),3362 Silverton Rd NE,Salem,OR,,,,,
United Rentals,Portland OR (NE 82nd),5111 NE 82nd Ave,Portland,OR,,,,,
United Rentals,Tigard OR (SW 72nd),14020 SW 72nd Ave,Tigard,OR,,,,,
United Rentals,Vancouver WA (St Johns),7920 NE St Johns Rd,Vancouver,WA,,,,,
United Rentals,Bellingham WA (Bakerview),2045 E Bakerview Rd,Bellingham,WA,,,,,
United Rentals,Ellensburg WA (S Main),501 S Main St,Ellensburg,WA,,,,,
United Rentals,Nampa ID (Karcher),418 E Karcher Rd,Nampa,ID,,,,,
United Rentals,Longview WA (Tennant Way),1002 Tennant Way,Longview,WA,,,,,
United Rentals,Tacoma WA (E Q St),2302 E Q St,Tacoma,WA,,,,,
United Rentals,Idaho Falls ID (Yellowstone),5162 S Yellowstone Hwy,Idaho Falls,ID,,,,,
United Rentals,Kennewick WA (N Morain),116 N Morain St,Kennewick,WA,,,,,
United Rentals,Pocatello ID (Pole Line),2909 Pole Line Rd,Pocatello,ID,,,,,
United Rentals,Kirkland WA (132nd Ave),12500 132nd Ave NE,Kirkland,WA,,,,,
United Rentals,Everett WA (Highland),2810 Highland Ave,Everett,WA,,,,,
